"","lav1","lav2","lav3","lav4","lav5","lav6","høj1","høj2","høj3","høj4","høj5","høj6"
"1310",9,21,24,530,183,105,18,25,62,1028,4482,976
"1311",7,17,44,305,410,141,12,21,50,1547,17529,860
"1312",10,15,23,529,2236,161,14,26,111,777,28544,1589
"1313",11,14,25,321,6371,1035,15,31,56,1753,11647,966
"1314",10,15,31,126,1326,648,15,23,46,937,27159,775
"1315",13,14,25,1626,100,166,11,26,52,1083,51744,1066
"1316",8,38,45,665,1399,202,13,29,62,2954,4608,1137
"1317",9,17,41,254,5721,174,13,22,62,1437,7066,2168
"1318",15,21,25,315,205,475,13,30,62,617,27487,1437
"1319",8,18,55,254,181,748,19,22,53,1026,534,2513
"1320",13,14,34,153,419,277,14,30,40,2214,12046,1141
"1321",8,14,46,297,417,2118,12,28,44,1933,6171,3384
"1322",11,25,35,1480,1451,252,13,21,66,1159,1932,2288
"1323",10,22,42,946,258,433,12,23,47,2134,12772,1642
"1324",11,16,46,4220,945,352,14,23,57,1537,22269,1747
"1325",9,20,27,320,82,460,16,22,51,1681,3766,2126
"1326",8,18,44,250,1084,2298,13,21,44,1326,5655,1869
"1327",11,16,32,235,738,386,13,24,100,2075,1775,1671
"1328",10,29,35,88,686,321,20,21,35,819,715,1597
"1329",7,17,48,452,457,201,13,19,56,968,38114,2282
"1330",7,21,31,595,540,430,14,34,50,2727,11492,937
"1331",15,20,45,261,289,170,16,30,52,2029,1563,1786
"1332",12,14,25,697,190,643,19,37,62,2445,26482,1991
"1333",16,17,53,777,1005,962,12,22,44,1083,53483,609
"1334",13,10,40,92,225,555,15,21,56,2120,3670,1899
"1335",9,20,39,450,183,677,13,23,56,1604,487080,837
"1336",8,14,31,575,1014,291,16,25,67,3364,4000,2165
"1337",10,16,63,123,412,1011,14,21,49,2252,153828,1432
"1338",7,12,26,652,146,173,14,33,56,1364,3739,1864
"1339",10,21,32,209,2208,536,17,26,61,4754,7288,879
"1340",6,21,29,652,1026,278,17,25,57,2443,9537,1946
"1341",8,15,38,134,917,614,11,24,66,1197,9699,3300
"1342",9,15,34,1085,2153,367,16,24,47,2950,16519,3646
"1343",10,11,71,1077,27490,465,13,25,50,3212,1131,2055
"1344",7,16,37,153,428,235,12,24,47,2051,3066,10907
"1345",7,26,29,362,103,1105,14,20,53,1146,10575,1593
"1346",8,14,28,590,133,156,12,20,64,1762,1745,4661
"1347",9,24,42,326,575,477,17,26,38,2127,19348,925
"1348",11,18,26,185,226,206,18,37,60,3514,2062,4119
"1349",10,20,51,226,542,974,14,26,73,6095,24551,1520
"1350",9,17,28,629,5422,1420,15,20,56,775,1941,1348
"1351",10,13,34,188,544,443,13,22,74,2003,3113,814
"1352",7,10,24,59,988,576,15,31,48,1385,21839,1457
"1353",12,13,51,1153,423,166,12,18,62,4342,1505,1207
"1354",9,18,31,387,20502,2418,17,25,57,5102,12970,1272
"1355",9,16,43,1455,43399,188,15,25,52,4094,918,704
"1356",9,13,42,632,150,539,12,23,66,2026,99263,1236
"1357",17,21,42,220,220,352,14,22,64,1727,2742,1672
"1358",9,21,36,373,13078,2470,12,22,56,3230,1950,1547
"1359",9,13,60,1328,97,715,17,23,78,1092,10250,1437
"1360",15,28,25,926,1097,741,17,20,53,827,5566,1229
"1361",10,17,52,1244,162,594,18,21,44,4152,2985,1288
"1362",11,18,28,261,126,336,15,26,80,2490,11144,3564
"1363",13,16,72,486,354,679,14,26,59,2901,87747,1754
"1364",11,14,57,191,184,177,17,26,58,3032,5566,4535
"1365",10,20,26,376,322,784,21,19,48,785,1207,2476
"1366",11,18,46,165,838,4179,18,23,66,2175,1632,981
"1367",8,19,25,703,318,124,17,25,47,4838,10323,2222
"1368",10,23,40,144,1215,108,16,22,53,1177,2034,2180
"1369",9,20,36,107,1860,549,14,21,65,1758,1415,3398
"1370",10,14,33,125,600,432,15,27,50,3086,9571,2172
"1371",11,14,34,1225,108,418,14,25,49,3875,866,2532
"1372",9,16,42,133,1937,633,15,22,90,2324,7986,3191
"1373",16,20,23,230,405,465,15,26,50,2507,27633,1528
"1374",7,14,25,645,471,707,14,31,60,2211,1789,2805
"1375",9,15,41,162,154,78,15,22,43,1334,1881,3799
"1376",7,30,54,207,255,114,18,27,58,2626,4657,2927
"1377",17,12,56,2239,133,114,17,29,57,1286,2007,2354
"1378",13,12,45,217,395,294,12,20,82,906,9113,1384
"1379",11,16,44,723,115,162,20,26,71,2555,1960,1891
"1380",10,16,22,1013,559,374,14,25,48,2524,4056,7477
"1381",8,12,44,758,640,734,17,21,43,2526,9993,1185
"1382",9,15,35,770,289,3827,15,20,57,714,1551,522
"1383",10,15,43,562,1160,528,12,20,54,3909,3035,1382
"1384",14,13,21,561,795,167,17,23,41,1956,4477,474
"1385",13,18,36,73,453,250,17,24,48,2131,3739,1674
"1386",9,13,30,187,323,210,20,28,51,1776,6741,1103
"1387",7,13,38,141,195,569,18,23,65,695,45863,1965
"1388",14,15,44,599,1278,69,13,32,44,2122,5832,530
"1389",11,17,42,192,2081,271,14,23,56,1060,1904,1877
"1390",9,12,59,477,647,210,15,27,52,1402,5282,2451
"1391",12,18,46,1574,4593,412,19,26,64,1610,3293,525
"1392",11,16,62,299,617,1006,21,28,57,4667,4922,1602
"1393",10,16,47,163,130,316,12,33,41,1271,2104,1952
"1394",10,18,24,215,3847,1254,11,26,47,1984,4929,1621
"1395",9,24,40,684,2031,262,16,23,56,2101,7088,3007
"1396",11,14,20,768,1320,259,13,26,89,963,3494,4575
"1397",8,14,26,1127,726,95,19,26,58,1985,15847,1200
"1398",8,21,24,532,10846,172,23,33,76,677,12798,1505
"1399",14,22,49,148,3048,126,16,28,50,1128,1201,1404
"1400",8,23,22,254,726,153,13,24,83,1389,4461,1479
"1401",13,17,47,99,479,444,17,22,47,1268,78709,1364
"1402",18,12,40,1212,276,1108,18,22,66,5064,8360,528
"1403",9,11,63,535,63,517,18,24,69,989,628795,758
"1404",11,14,32,253,196,68,14,29,52,3320,22861,1717
"1405",9,16,51,731,22804,621,13,22,64,2390,5672,600
"1406",9,15,40,269,57,190,13,23,44,2072,21026,2127
"1407",7,15,31,294,173,1261,22,22,65,808,8386,866
"1408",8,22,34,721,34,799,13,32,54,947,1516,4103
"1409",11,14,32,254,500,1104,17,35,50,999,845,2030
"1410",11,10,33,140,2781,647,20,20,63,1537,454,3450
"1411",8,16,37,1433,325,587,17,28,46,464,6718,888
"1412",8,12,25,877,399,1019,12,31,49,1067,2995,2527
"1413",13,18,31,246,206,645,16,26,46,2378,11620,7334
"1414",12,16,59,142,812,542,16,18,60,1021,2058,3266
"1415",8,10,36,162,25574,394,15,25,74,1629,1906,832
"1416",11,15,43,560,871,354,14,19,63,2328,26774,785
"1417",11,15,32,68,99,276,14,21,68,3047,7609,993
"1418",9,12,30,83,167,464,18,22,53,1260,3889,1535
"1419",9,22,31,172,1000,479,18,21,50,484,13782,1820
"1420",9,27,35,188,983,384,13,23,60,1836,9838,1176
"1421",9,19,31,456,663,127,17,25,61,2771,1196,2092
"1422",11,14,53,1431,1804,546,14,37,71,1351,1530,1405
"1423",8,24,54,231,229,236,13,20,52,1770,2970,968
"1424",13,16,56,1536,565,317,13,27,85,2127,3712,1465
"1425",9,16,42,2065,1149,290,20,26,59,1467,10408,863
"1426",9,15,41,219,850,4861,16,23,55,2357,859,5498
"1427",9,14,48,194,121,294,14,16,46,1386,22034,2533
"1428",8,19,30,315,626,556,14,18,73,1717,53875,1199
"1429",7,18,55,215,128,77,18,19,49,1481,869,2593
"1430",7,14,37,310,998,131,19,19,56,1076,9332,763
"1431",14,18,21,1412,73,429,15,29,71,3064,2344,999
"1432",6,28,57,157,376,800,17,31,52,1258,4826,1221
"1433",11,12,36,513,115,453,20,31,64,949,3701,1726
"1434",8,21,28,334,191,135,16,19,78,1016,3277,1765
"1435",10,16,31,106,494,72,14,22,62,2135,4505,3298
"1436",8,24,70,198,26897,111,17,29,62,992,13222,1320
"1437",9,16,42,328,1757,569,11,18,69,1745,7276,1871
"1438",14,19,20,2679,292,61,16,22,88,1712,170914,1605
"1439",7,13,54,180,77,148,16,31,54,1503,39125,1289
"1440",11,25,35,249,936,105,17,24,81,933,1373,1483
"1441",13,16,109,131,241,452,15,25,56,2042,1485,2151
"1442",9,21,31,270,1590,190,16,23,73,1146,2799,2119
"1443",9,13,28,185,2724,204,17,23,40,5298,2941,1528
"1444",10,21,37,3251,1128,659,13,25,48,1829,1495,1619
"1445",12,22,51,245,148,2009,21,31,76,2803,3101,980
"1446",10,22,35,96,179,73,14,26,57,736,8542,1315
"1447",16,15,24,1796,81,919,14,24,44,2036,4524,2734
"1448",12,18,36,186,4752,184,18,23,68,2104,2481,2827
"1449",12,11,42,197,140,3268,13,19,54,436,37997,1697
"1450",9,12,39,470,380,608,16,23,49,2471,1759,3272
"1451",12,17,26,529,3042,220,15,36,58,1577,5021,4719
"1452",10,15,47,135,150,415,13,29,58,3537,77991,944
"1453",15,16,25,598,105,232,15,22,53,4915,1384,5054
"1454",8,20,64,263,266,214,12,37,53,1387,8857,1037
"1455",17,15,24,1071,192,267,15,30,55,810,2974,1678
"1456",12,15,33,214,221,283,12,30,57,1583,8983,2063
"1457",9,12,30,437,824,539,15,28,57,2525,5183,1866
"1458",9,25,67,773,19056,931,16,24,43,1499,3500,1327
"1459",12,17,48,743,108,746,12,28,54,3363,13340,733
"1460",10,17,44,927,335,1121,23,27,52,2577,13160,1286
"1461",12,15,30,38,517,599,13,19,46,728,1090,2770
"1462",7,22,20,541,1915,902,15,20,57,1442,2466,1736
"1463",10,27,44,761,905,324,13,18,55,3864,5525,1028
"1464",12,18,36,1164,262,124,15,23,59,1871,19685,1493
"1465",9,35,26,315,546,209,17,33,53,504,3706,1179
"1466",10,13,28,186,180,501,14,22,60,1096,7672,2723
"1467",10,19,49,1354,4695,287,17,27,65,1506,942,3488
"1468",10,14,39,3239,405,1030,15,24,67,2954,1777,1410
"1469",9,14,34,275,300,158,14,22,55,4425,3179,1096
"1470",14,18,30,221,85,269,13,20,81,2414,5914,293
"1471",13,22,32,308,653,596,14,32,90,3175,1093,860
"1472",9,13,26,262,97,790,12,25,77,1831,2791,1271
"1473",10,17,39,130,153,251,18,27,70,1344,1158,4651
"1474",11,16,39,463,3823,218,13,27,62,2605,4269,1954
"1475",11,23,41,426,156,756,13,23,64,1976,1781,9859
"1476",12,15,45,662,481,385,15,31,78,2583,1540,1440
"1477",15,19,29,293,95,303,14,24,46,683,3442,895
"1478",11,15,43,296,1148,344,14,33,73,745,15644,3081
"1479",8,18,54,317,2871,386,13,30,49,1361,20312,6904
"1480",8,18,47,340,252,744,13,38,63,3153,4171,4465
"1481",10,33,27,168,277,1423,16,21,56,2622,11565,3358
"1482",13,14,27,719,123,160,15,21,50,2219,5704,1414
"1483",10,29,40,160,359,484,18,27,52,2072,6709,940
"1484",8,23,41,301,35,1163,15,20,70,1977,2765,1242
"1485",9,15,35,164,955,293,19,22,63,1862,2020,1058
"1486",12,16,44,227,200,833,12,20,45,3495,16856,3042
"1487",8,26,57,2340,1247,918,14,21,79,1797,10940,833
"1488",11,18,23,1071,5956,1034,14,23,55,2641,10652,3502
"1489",13,22,28,1060,104282,336,12,25,64,654,37363,836
"1490",8,33,37,77,638,468,13,21,52,1146,4166,1669
"1491",10,11,44,552,53179,2325,18,20,57,1364,2366,1456
"1492",9,15,53,142,352,132,15,22,72,855,6324,2606
"1493",10,19,37,460,7295,579,19,20,71,1483,36207,3463
"1494",12,16,32,487,184,412,15,26,65,1472,4921,3228
"1495",8,10,27,96,3784,440,18,32,55,2122,14463,4928
"1496",8,12,24,82,871,1625,13,21,53,1128,12836,3109
"1497",11,18,44,1316,233,329,26,21,57,1362,5836,3040
"1498",10,17,31,187,1028,172,14,24,101,3171,2995,2096
"1499",8,35,30,150,2038,630,16,24,61,1369,20796,1108
"1500",14,14,30,216,147,381,14,28,68,920,1129,2730
"1501",6,14,22,103,103,729,14,20,58,666,26701,1361
"1502",11,17,27,658,463,439,19,27,69,900,16398,1232
"1503",9,16,26,432,188,488,12,20,50,815,41548,2292
"1504",11,17,30,227,444,221,14,19,61,1395,2549,1080
"1505",9,18,60,145,47,88,14,23,64,1046,4855,2377
"1506",10,22,55,264,1991,1095,16,25,51,6203,1783,1481
"1507",11,14,44,299,2373,545,14,19,79,3110,3889,4974
"1508",10,13,29,145,61,590,20,31,60,1584,2781,1045
"1509",11,17,54,1168,709,1715,16,24,49,1967,3023,5637
"1510",10,15,37,599,170,197,15,24,63,2191,10373,2711
"1511",16,17,58,441,3836,212,19,21,71,2218,5055,2785
"1512",9,17,32,734,198,188,15,27,45,1603,7069,2657
"1513",10,16,32,156,121,1450,13,23,65,832,4273,1693
"1514",7,19,29,333,242,300,17,34,78,572,1357,1696
"1515",10,12,46,1556,41,116,18,25,59,947,1579,7613
"1516",8,17,46,728,554,72,14,37,53,2708,2281,1945
"1517",9,15,29,191,1096,143,13,27,60,2704,2894,2797
"1518",10,16,32,517,2222,895,16,19,61,2933,1479,1078
"1519",10,18,40,178,338,101,14,49,59,1497,1230,2457
"1520",10,23,28,1426,3098,362,13,27,55,6724,2294,1599
"1521",13,21,38,82,700,171,14,27,63,1565,1461,1557
"1522",13,19,35,224,223,214,13,21,48,1950,3834,2351
"1523",8,22,35,1023,2446,174,14,19,68,847,3389,1829
"1524",7,19,23,477,669,369,15,31,66,3171,44325,1650
"1525",11,18,53,208,210,568,13,26,80,2843,11573,1880
"1526",9,13,32,1496,408,1080,11,24,55,2256,7185,2812
"1527",12,14,44,285,1144,185,13,22,63,685,3140,1231
"1528",13,16,39,372,284,230,16,29,56,1803,6824,1074
"1529",11,16,46,120,1236,1623,13,34,74,590,9690,693
"1530",11,13,20,181,193,158,13,25,57,751,2861,706
"1531",9,17,43,441,257,163,12,30,43,2761,11944,899
"1532",7,24,45,206,299,1473,15,33,64,1388,5748,1858
"1533",10,15,26,476,306,711,13,25,58,1446,6693,1492
"1534",8,14,50,137,1588,1919,13,24,62,1032,2799,3234
"1535",11,19,40,182,424,771,14,22,37,877,2180,4001
"1536",8,26,31,148,309,1042,15,25,50,1235,44892,993
"1537",10,18,35,126,6219,778,12,25,75,3121,22080,2945
"1538",10,24,60,303,239,241,14,26,59,2000,2162,1389
"1539",12,17,25,2301,339,965,14,23,62,803,2805,3514
"1540",16,13,53,177,1122,2885,13,23,73,1500,43397,1668
"1541",11,16,33,494,515,684,12,22,66,951,11895,2538
"1542",10,20,39,143,308,419,13,31,54,1006,13107,858
"1543",8,12,94,1719,1523,1056,15,29,62,1295,10496,2113
"1544",9,20,26,310,1107,157,13,21,67,2248,2502,372
"1545",11,15,39,197,93,243,13,26,44,2174,4387,8082
"1546",12,26,70,762,272,574,20,26,68,2355,97402,477
"1547",10,16,54,690,150,693,15,25,66,1388,6666,1797
"1548",12,22,29,2168,1878,2560,17,32,51,1758,4090,1453
"1549",10,15,64,1454,1509,400,16,22,71,815,5650,2658
"1550",13,17,41,648,315,629,13,20,84,2558,4253,5969
"1551",9,12,29,87,430,901,15,24,71,3440,1426,1003
"1552",8,14,42,191,268,3015,13,26,76,3177,2147,1161
"1553",11,15,38,392,1253,2464,20,19,46,3241,1987,651
"1554",12,21,22,266,192,294,18,21,67,1714,11297,2594
"1555",15,13,23,940,650,1239,17,18,64,1499,6947,1658
"1556",7,17,27,149,175,695,14,24,42,1984,2311,2121
"1557",8,14,30,164,3496,738,16,24,58,4039,2583,1731
"1558",9,18,31,173,725,161,16,18,58,4565,4112,1700
"1559",8,16,21,856,495,350,19,33,73,1958,3531,681
"1560",8,12,25,1540,79,89,15,25,54,1173,1779,1904
"1561",13,13,80,224,675,112,12,23,51,1355,4204,6117
"1562",10,16,51,236,273,1704,14,24,63,2208,4369,1200
"1563",10,19,36,496,4446,79,14,21,55,874,8913,2462
"1564",13,20,29,217,1645,829,14,23,49,2688,5971,1924
"1565",9,27,27,191,9693,246,14,28,67,2005,8828,1796
"1566",13,24,45,988,282,294,12,34,69,2050,1961,1655
"1567",8,15,41,152,1601,181,21,20,49,2772,4038,1531
"1568",9,14,48,2354,222,226,15,22,46,1726,2474,2121
"1569",15,11,34,2285,207,449,13,19,74,4466,1878,1646
"1570",8,20,41,156,452,256,15,27,70,1796,4117,1539
"1571",8,15,34,498,5331,294,12,25,87,2487,2592,1202
"1572",9,18,36,460,4437,368,15,22,63,1127,7538,1584
"1573",10,17,39,840,694,418,12,22,70,1002,4235,1265
"1574",11,16,49,283,733,48,15,35,62,1767,4976,1306
"1575",15,14,22,651,68,506,14,26,70,882,4698,2087
"1576",11,21,46,342,100,373,15,27,72,1664,1835,2688
"1577",9,16,47,348,150,434,17,27,63,1370,105048,2906
"1578",8,37,22,144,381,928,11,27,59,3284,23715,997
"1579",9,12,41,813,1469,554,15,22,67,892,4142,1907
"1580",12,21,43,1706,3316,416,15,25,54,1901,9540,3174
"1581",8,14,59,187,174,1018,16,26,67,615,5505,1264
"1582",15,14,38,502,197,1404,11,22,64,2130,6615,1405
"1583",8,17,48,73,1399,169,16,22,63,1001,8492,1391
"1584",10,14,42,404,96,455,13,21,70,1271,2687,4804
"1585",11,13,26,273,8210,187,14,20,60,1591,1159,1675
"1586",11,18,46,86,1225,153,13,23,61,2474,2158,1311
"1587",10,14,46,689,358,1523,14,20,58,2368,3468,4754
"1588",9,27,47,528,6160,213,15,18,51,1659,2119,3796
"1589",12,17,27,347,162,199,17,22,66,1695,12371,3667
"1590",12,13,64,143,3458,92,21,23,55,914,21638,861
"1591",9,19,31,59,2532,385,13,22,63,1983,6664,2776
"1592",8,21,31,539,96,932,14,24,98,794,6216,4744
"1593",13,13,21,219,188,1523,17,28,64,1475,96923,2925
"1594",10,19,36,160,330,1074,15,30,84,1906,2849,1746
"1595",9,15,27,253,384,114,12,25,51,2559,20808,1267
"1596",8,13,48,487,386,319,12,23,79,2484,10593,2423
"1597",8,28,34,360,676,168,13,26,70,1380,2414,4140
"1598",11,18,69,819,383,791,11,24,67,1558,13665,2014
"1599",13,14,30,609,768,1061,14,22,67,1796,23340,1860
"1600",8,11,29,1296,426,554,13,29,50,1734,3916,1331
"1601",12,11,23,168,151,154,17,25,65,2450,1114,600
"1602",9,11,29,180,673,372,11,22,60,3696,7477,2151
"1603",9,16,40,152,138,413,14,20,54,3104,28665,1566
"1604",7,15,57,2228,1518,221,13,26,75,1829,4177,1312
"1605",8,25,34,223,752,204,15,31,60,1494,3342,2297
"1606",8,17,44,161,139,452,11,23,63,995,10314,1593
"1607",10,13,23,1622,157,2695,14,27,57,1620,5480,1786
"1608",12,23,45,117,1940,103,13,23,60,1152,5470,2155
"1609",10,17,24,371,2978,1688,14,25,48,1254,3656,4848
"1610",15,18,38,693,480,2099,17,19,69,1275,18626,1170
"1611",11,16,58,410,1570,290,17,21,48,1685,1199,1933
"1612",11,12,60,154,255,471,19,23,52,1542,2677,1102
"1613",7,24,29,461,3502,733,17,21,55,1957,3575,1326
"1614",9,18,25,142,453,1085,16,24,63,2247,2882,582
"1615",8,26,32,320,321,342,17,24,50,1389,25504,1188
"1616",14,24,31,164,151,114,14,37,64,631,2143,748
"1617",16,23,27,113,372,253,22,25,51,2722,15493,816
"1618",14,25,33,106,486,355,19,24,61,1555,6798,2664
"1619",14,18,29,238,347,761,13,24,68,2544,22532,1318
"1620",16,21,31,117,524,271,16,26,46,2979,9555,1778
"1621",12,17,62,256,1587,2023,15,24,77,1549,203388,1788
"1622",9,19,37,936,223,259,16,23,62,1911,2033,828
"1623",8,15,40,300,398,329,15,27,59,1696,628975,1644
"1624",8,15,48,619,348,301,14,20,64,1645,2336,3346
"1625",10,11,28,416,1181,392,13,26,59,1150,885,1949
"1626",11,14,72,2361,411,189,14,30,63,1193,997,637
"1627",11,15,40,1316,583,356,15,18,52,1293,2106,2840
"1628",9,20,26,984,419,1320,16,23,65,1838,1665,2389
"1629",9,15,35,243,177,65,14,27,53,2143,1987,1040
"1630",10,15,33,3049,339,723,19,22,58,660,14149,1494
"1631",11,16,27,830,644,108,14,26,64,1442,2459,2393
"1632",9,10,44,490,298,467,11,26,57,1113,21550,1793
"1633",13,24,42,207,1195,305,13,28,51,878,23829,2104
"1634",14,14,33,1292,365,826,15,19,63,1820,8197,2808
"1635",6,19,31,61,227,763,13,21,60,1586,17718,445
"1636",10,15,24,382,109,207,14,35,54,1452,1801,3575
"1637",9,16,52,99,1790,363,14,23,60,3030,5349,2617
"1638",9,15,36,745,519,1933,15,23,55,2651,3970,1000
"1639",8,16,32,484,197,2388,17,21,62,2838,51080,1074
"1640",9,23,30,415,136,2694,14,25,72,8018,2026,1981
"1641",11,12,28,2915,835,313,12,23,46,1238,163197,875
"1642",9,18,19,574,905,120,12,24,68,880,2979,1817
"1643",9,15,31,72,546,238,15,25,51,1654,16584,3095
"1644",10,35,24,323,2588,1695,16,22,47,938,5748,3616
"1645",12,16,40,110,288,489,14,31,47,3053,26789,1804
"1646",13,13,22,78,190,277,16,28,58,951,6700,2963
"1647",8,15,32,406,294,328,15,19,66,2394,12125,1805
"1648",10,10,26,634,1820,346,16,20,55,790,2529,1094
"1649",7,23,40,531,4316,322,20,26,49,3582,2235,2720
"1650",13,18,26,1376,463,91,18,27,70,1333,2121,3384
"1651",13,26,64,247,187,364,12,22,63,1896,1824,2561
"1652",11,21,32,489,9654,196,14,25,66,2849,5398,913
"1653",9,21,43,128,1084,321,14,22,51,7466,4195,1824
"1654",9,18,48,191,35188,864,13,19,85,2309,3165,613
"1655",10,24,30,138,787,256,14,18,60,2434,30343,996
"1656",8,14,28,1793,177,391,14,19,99,4897,6172,621
"1657",10,12,23,167,1399,76,13,22,44,1727,1533,3567
"1658",7,16,31,120,489,179,16,24,45,1765,23218,1525
"1659",8,20,37,1375,234,185,17,19,59,1369,2682,1997
"1660",8,15,62,1098,380,2493,14,23,58,1631,4978,1165
"1661",10,19,31,85,132,365,15,21,54,687,7841,1437
"1662",8,17,34,306,257,878,19,34,67,2110,9360,3020
"1663",11,22,36,951,2022,737,14,25,61,895,4875,2919
"1664",8,16,38,135,162,1635,19,22,42,2537,17159,1676
"1665",8,14,38,671,4752,594,18,23,59,1921,7330,1092
"1666",12,19,44,262,442,198,13,24,61,3111,2805,1323
"1667",11,16,30,142,238,1917,15,23,51,973,2690,1255
"1668",8,15,40,1091,3282,388,18,26,52,1088,2552,2031
"1669",9,17,40,1662,223,530,16,23,57,1902,13141,2330
"1670",9,18,65,220,836,136,15,26,49,1721,4129,1982
"1671",8,16,33,116,390,498,12,17,39,2221,27967,1764
"1672",8,18,29,147,2694,904,16,30,55,579,16786,4087
"1673",9,11,50,600,739,653,13,21,49,879,21906,1024
"1674",9,15,23,581,99,272,13,29,37,1408,4215,4307
"1675",8,20,63,426,592,210,12,20,54,1460,3317,1616
"1676",16,19,26,385,365,157,14,21,73,5647,1886,1126
"1677",11,18,32,404,675,245,14,33,51,1931,2676,1152
"1678",13,20,48,332,168,1064,15,25,57,568,13845,1381
"1679",8,15,42,352,3934,1053,13,23,61,931,1256,1819
"1680",7,14,42,167,211,181,12,36,67,2835,4576,3154
"1681",9,20,26,106,162,222,14,21,62,2536,949,2570
"1682",10,16,52,1828,626,834,13,22,75,4646,4824,3783
"1683",13,25,30,981,606,82,14,26,46,1336,1500,1838
"1684",9,14,33,123,788,2157,14,18,63,2456,2208,2787
"1685",17,16,36,147,292,3411,17,30,63,1630,3155,1017
"1686",11,21,35,160,90,819,16,31,72,1521,10369,1811
"1687",7,17,45,273,248,3500,13,29,60,1163,2035,1140
"1688",14,19,41,171,612,2191,17,22,51,6795,26649,1087
"1689",8,18,42,3168,158,947,12,26,62,678,7744,2410
"1690",11,12,60,2123,395,105,17,23,51,954,159039,2823
"1691",13,16,37,317,2259,936,18,27,58,838,5917,730
"1692",10,16,52,246,155,376,15,22,54,1951,4395,1856
"1693",11,20,36,855,235,1488,14,25,47,1301,2525,958
"1694",12,19,39,553,121,770,19,20,47,1440,2655,1268
"1695",13,19,45,362,8170,89,18,23,74,2996,671,1664
"1696",10,18,49,229,160,481,11,23,59,1115,811,3118
"1697",12,23,31,972,566,256,14,22,48,4212,13280,5358
"1698",8,16,22,388,909,415,13,30,69,734,3192,1598
"1699",16,18,30,599,263,433,14,18,62,1398,4215,1919
"1700",8,11,47,1333,527,1272,14,23,52,715,14979,3936
"1701",12,15,51,2044,1492,121,17,23,63,1262,1503,4244
"1702",13,17,38,356,5120,1522,15,26,59,3376,22399,1239
"1703",9,22,29,771,519,276,20,18,70,2209,15283,1278
"1704",12,14,29,293,1413,625,22,21,62,2823,62867,999
"1705",8,26,41,1051,156,301,17,23,74,1100,3259,2819
"1706",11,14,30,702,5017,824,18,26,77,1979,5392,616
"1707",11,11,26,105,1571,1627,16,33,55,1179,6918,1328
"1708",9,20,49,123,388,453,15,25,53,1540,2257,872
"1709",11,11,39,73,115,842,13,36,54,1240,1277,2928
"1710",17,13,32,571,91,557,17,22,52,5441,4438,650
"1711",9,15,38,159,957,1127,16,24,67,2613,1431,1687
"1712",11,14,27,3008,3487,504,12,29,74,1000,2474,2152
"1713",8,16,61,319,181,686,23,19,65,1647,2907,4190
"1714",8,12,41,172,69,215,14,29,69,1339,6070,1211
"1715",10,13,40,211,1258,2383,19,21,53,1713,2335,1855
"1716",10,11,46,1052,7520,487,12,26,62,2141,2551,4109
"1717",6,17,25,217,358,325,13,25,66,833,4493,2013
"1718",6,18,49,318,104,239,14,33,60,3625,80849,3257
"1719",11,15,35,100,239,1460,14,28,65,610,927,1586
"1720",7,17,48,240,7234,263,18,33,47,2515,3062,5146
"1721",8,21,54,603,2197,1220,14,21,47,4318,10840,1770
"1722",10,17,27,267,568,399,12,23,48,1743,2635,2179
"1723",7,20,40,301,422,138,15,33,82,3535,10387,2809
"1724",7,13,28,123,818,3062,17,22,58,1340,4930,1428
"1725",6,10,22,189,371,133,21,19,81,869,3298,2054
"1726",9,12,58,177,269,1467,11,33,49,841,2036,1204
"1727",9,16,36,129,535,192,13,23,48,1102,4198,639
"1728",11,16,42,146,373,791,16,27,76,2909,3016,6714
"1729",9,19,31,148,12457,1347,19,27,59,968,11973,1071
"1730",9,17,50,316,368,82,13,20,67,1673,1915,1489
"1731",9,15,36,260,429,512,17,26,46,3075,8197,1443
"1732",10,13,43,448,452,509,17,21,64,2305,4950,1349
"1733",13,23,46,343,267,161,15,19,52,4481,1028,4156
"1734",10,13,58,748,120,1178,13,27,96,940,7624,638
"1735",11,19,36,690,2670,100,15,25,65,3569,4013,1228
"1736",11,11,39,1048,1114,445,16,21,55,2007,33394,3357
"1737",9,16,38,308,322,443,14,37,64,890,8447,738
"1738",10,15,30,346,280,173,15,18,80,1539,19934,871
"1739",9,21,46,161,85,1071,19,21,60,819,58508,1775
"1740",8,16,38,157,503,188,19,22,64,1441,8571,1021
"1741",7,23,49,324,2355,213,13,33,85,2242,2128,1933
"1742",11,13,47,1024,1193,239,25,29,52,435,1896,3716
"1743",9,27,71,63,1371,230,16,18,54,1238,5412,606
"1744",10,27,29,927,1817,363,17,23,57,2108,28583,2176
"1745",11,21,40,367,140,1211,14,29,44,1168,2770,893
"1746",12,11,35,4040,226,257,13,22,79,3368,3793,2891
"1747",9,15,31,279,587,802,14,19,46,635,4782,1538
"1748",10,12,39,291,2816,104,14,25,49,2788,5243,1649
"1749",9,22,24,64,62,3901,15,26,53,2991,1943,2205
"1750",11,12,27,511,13198,215,19,21,65,3966,15406,2081
"1751",7,19,22,223,1529,223,13,26,66,1476,7393,2366
"1752",7,11,58,63,1462,377,14,22,67,1521,862,1909
"1753",11,17,50,1442,649,754,11,25,63,797,4364,1453
"1754",10,13,30,741,759,452,13,22,77,1055,10593,1362
"1755",15,31,40,251,288,1136,14,25,52,1726,3926,291
