"","lav1","lav2","lav3","lav4","lav5","lav6","høj1","høj2","høj3","høj4","høj5","høj6"
"8568",17,17,46,686,1625,88,25,25,58,3432,18404,2274
"8569",10,27,43,186,281,107,18,23,62,1010,986,3289
"8570",10,12,37,180,507,148,16,24,50,3014,2674,4191
"8571",11,12,32,663,288,336,14,22,98,724,7026,1414
"8572",10,14,30,671,629,651,15,28,55,1487,15068,1623
"8573",12,28,23,109,119,145,15,20,59,2017,1657,3006
"8574",9,19,66,265,309,188,12,22,69,4410,6489,2124
"8575",11,18,47,281,1155,384,12,23,50,4049,4441,936
"8576",11,11,31,228,590,341,16,35,59,1921,1120,2118
"8577",10,17,36,1135,740,923,21,19,63,1178,474,831
"8578",13,13,31,766,109,309,13,51,61,3467,1582,2124
"8579",10,16,37,426,122,1252,14,22,51,1092,3333,4202
"8580",10,13,25,322,745,413,11,18,79,2691,26051,2473
"8581",11,26,27,469,1084,397,14,32,55,1002,1611,1322
"8582",8,23,38,407,90,262,20,22,57,2167,1518,4798
"8583",9,13,36,618,871,291,13,31,40,1870,2162,1550
"8584",13,8,34,336,758,200,17,27,58,1319,44187,2528
"8585",12,21,22,639,1170,865,14,22,55,943,16967,1116
"8586",14,16,51,343,131,98,16,25,50,1742,3776,7449
"8587",7,12,66,624,5082,833,18,21,79,1019,1474,2349
"8588",15,17,23,178,412,310,12,27,71,1540,49624,1976
"8589",17,20,41,125,557,814,15,23,57,1176,67322,1891
"8590",6,23,41,3400,251,795,18,24,66,633,2526,2999
"8591",8,19,32,790,513,191,17,30,60,965,2811,7159
"8592",8,20,29,557,964,63,18,27,55,3403,11562,1384
"8593",11,23,32,525,604,312,13,21,44,2983,6438,1754
"8594",8,10,17,1051,286,908,18,25,56,2640,3098,1212
"8595",6,17,37,288,577756,220,17,18,54,2791,3072,2941
"8596",11,18,43,563,232,2211,14,21,49,1829,11389,2612
"8597",15,14,35,136,574,178,13,22,65,1207,7927,2873
"8598",8,18,28,266,414,2410,15,23,75,742,2629,2971
"8599",16,25,28,680,531,55,13,31,42,1301,14802,3722
"8600",8,15,42,264,98,444,16,24,51,1333,2498,3026
"8601",10,18,45,474,525,807,15,21,59,862,5212,1395
"8602",9,27,39,427,307,102,16,23,79,1324,4844,1369
"8603",9,19,38,336,560,519,16,23,67,3560,2899,884
"8604",8,15,37,802,499,111,17,16,54,1571,13637,2059
"8605",16,20,31,310,1216,222,14,24,47,1989,1765,2213
"8606",12,13,44,225,354,370,13,16,50,2179,7934,1443
"8607",13,18,54,444,241,78,13,25,48,1217,2368,1898
"8608",9,10,38,119,280,80,11,29,72,1984,2106,1585
"8609",9,21,58,681,867,751,18,23,57,1628,2654,960
"8610",9,12,36,571,567,486,14,23,55,704,36831,3720
"8611",9,14,36,316,8306,3726,18,19,92,6396,2099,2600
"8612",9,11,44,274,239,230,19,22,53,1546,2606,913
"8613",13,17,41,394,4290,777,16,23,64,2092,96182,4013
"8614",8,22,28,110,171,368,15,27,48,1526,8056,1405
"8615",7,15,34,386,432,542,15,21,64,2654,2281,1323
"8616",12,18,23,163,505,1710,21,21,110,2171,1060,1181
"8617",11,21,37,216,184,155,13,27,44,717,2777,757
"8618",10,24,24,369,90,121,13,26,76,1325,2754,1925
"8619",9,20,39,400,214,138,19,19,52,1521,2587,3055
"8620",9,25,39,629,199,1392,14,40,71,1702,2324,6082
"8621",8,14,39,704,355,1071,14,24,48,2382,4225,576
"8622",7,12,22,743,217,537,14,21,105,2773,6094,1491
"8623",19,14,49,107,333,293,14,32,69,3523,1262,1506
"8624",11,11,33,160,700,1988,18,28,49,769,15043,4350
"8625",9,16,30,475,387,889,13,24,71,1981,19139,1611
"8626",10,12,40,279,963,322,15,26,73,635,3168,1685
"8627",7,12,47,101,1250,2797,14,28,45,1331,11123,1001
"8628",8,17,31,673,1220,3110,17,35,47,2722,8484,1703
"8629",11,14,62,395,67,108,14,23,52,2099,12549,1087
"8630",16,16,26,460,743,689,15,19,60,2932,4275,2212
"8631",11,14,22,627,527,1275,12,27,61,2251,4430,2761
"8632",10,12,28,348,216,614,14,34,60,970,4602,1706
"8633",7,16,25,291,342,90,14,27,60,1949,12096,1398
"8634",12,15,45,648,339,363,12,17,51,2955,2004,1350
"8635",10,16,34,1505,2499,395,16,27,65,2368,17023,1979
"8636",8,19,31,794,255,211,14,21,55,1861,8693,1926
"8637",8,19,45,722,342,372,18,19,46,2472,12567,1010
"8638",10,22,29,189,274,33,17,26,67,2095,7104,1036
"8639",9,13,42,330,186,94,13,32,51,1845,1280,1319
"8640",7,13,35,286,493,180,13,27,102,2750,12610,761
"8641",7,22,34,267,10778,233,16,21,54,2069,13947,1754
"8642",12,19,24,409,194,1362,14,20,55,2079,1445,4780
"8643",9,11,36,113,55,206,19,22,49,1070,3925,934
"8644",13,30,29,308,294,1994,15,28,47,924,96499,4434
"8645",8,15,43,1547,248,426,13,26,50,871,11092,450
"8646",8,14,29,372,3314,1001,19,24,55,2939,1642,1954
"8647",8,20,41,2757,2329,1057,14,30,55,1737,2423,1002
"8648",10,17,65,190,75,139,15,22,88,1377,4750,1614
"8649",13,18,28,537,497,87,17,25,77,1002,1883,1303
"8650",10,15,34,1021,1840,1115,13,29,69,1106,530,2926
"8651",10,14,51,721,186,171,14,19,46,1402,7027,613
"8652",16,10,22,261,231,304,12,26,73,1344,6898,1985
"8653",13,18,42,332,723,621,19,25,69,2645,1630,2972
"8654",7,19,25,221,1191,1677,14,23,57,2639,694980,1180
"8655",7,15,33,163,1527,92,15,22,52,2268,2357,2162
"8656",18,10,37,242,4528,565,14,42,45,1131,951,1569
"8657",12,19,28,46,777,363,12,22,81,2057,2501,1642
"8658",9,11,67,519,437,1144,13,21,59,2664,22253,1379
"8659",14,23,50,275,709,506,14,38,66,1188,6300,2189
"8660",9,18,51,160,462,10449,17,25,54,3530,9693,1219
"8661",8,23,38,420,133,1034,14,23,56,1189,10530,2243
"8662",9,12,28,246,142,513,18,24,57,1465,4815,1817
"8663",8,22,36,243,859,327,18,31,64,1170,1839,1392
"8664",11,20,84,2294,179,211,22,18,64,1713,4623,4541
"8665",7,13,26,1125,2133,490,17,23,43,640,2526,5143
"8666",13,14,38,1007,122,261,12,23,59,746,28520,876
"8667",9,13,39,118,247,291,17,19,53,1438,3898,683
"8668",11,31,53,248,12475,191,16,25,45,1509,2913,1926
"8669",22,10,28,282,137,212,15,25,56,1423,48363,1498
"8670",13,14,36,394,27056,1283,11,26,84,2959,1018,1923
"8671",8,15,29,2222,118,1181,14,22,51,1623,49956,2889
"8672",9,15,34,467,179,240,17,22,74,1616,80794,4117
"8673",8,16,31,731,61,2532,15,26,82,721,1908,4572
"8674",9,19,75,740,471,351,15,28,49,1041,2926,1984
"8675",9,17,24,508,441,108,17,21,58,2372,9387,1012
"8676",9,12,43,96,120,845,14,29,56,3457,1254,1518
"8677",11,16,46,318,1409,160,14,18,45,1273,4439,1348
"8678",12,25,32,92,351,1192,11,24,58,4191,1536,1243
"8679",11,14,50,190,756,313,20,25,61,1411,237642,1551
"8680",8,15,29,219,200,624,17,21,58,1808,1619,1847
"8681",9,19,34,495,1715,262,13,21,44,1934,33795,1092
"8682",7,17,52,220,2387,2264,13,18,88,5564,2146,1633
"8683",9,15,34,532,180,2732,13,25,53,940,11382,1290
"8684",12,10,41,191,255,92,14,28,69,1505,1679,4660
"8685",9,19,45,707,169,202,14,36,73,915,25365,829
"8686",8,14,43,95,649,3629,11,22,67,2100,388204,1517
"8687",8,21,45,144,167,378,15,21,53,1002,14739,925
"8688",22,12,34,366,1501,2628,13,21,64,1710,47908,2026
"8689",10,21,25,346,149,358,16,23,61,2977,2515,1322
"8690",9,19,20,288,1159,310,16,26,50,736,3337,1295
"8691",13,15,46,264,531,95,16,27,45,1851,32178,713
"8692",7,13,27,593,148,626,19,34,94,3501,2772,1924
"8693",11,13,35,88,653,361,16,39,42,2070,972,1655
"8694",10,19,55,996,536,141,14,19,51,3927,16285,1688
"8695",9,12,23,252,323,695,14,23,49,1316,1550,1868
"8696",14,15,18,247,387,320,15,32,51,3416,2039,2448
"8697",9,14,26,240,121,266,14,22,51,2080,1076,719
"8698",7,12,53,152,913,1398,15,18,59,2024,20151,1828
"8699",10,20,24,115,384,624,17,22,63,1342,86933,2004
"8700",15,13,27,174,13452,1715,15,23,91,2264,1018,1606
"8701",11,10,50,540,1388,221,14,24,61,1257,9999,1981
"8702",16,13,62,156,757,384,12,19,54,1118,1377,434
"8703",10,14,47,3783,188,595,13,21,79,1374,1866,2004
"8704",18,27,30,1176,2783,944,13,22,112,2890,4720,1426
"8705",12,10,23,459,135,151,11,20,54,1416,15191,1225
"8706",14,20,33,292,623,74,12,34,97,695,1076,985
"8707",16,13,41,115,2335,760,13,22,76,1232,7176,1031
"8708",12,13,25,232,333,409,15,21,60,2579,1147,1191
"8709",11,15,37,267,876,957,13,18,63,1972,4730,964
"8710",12,17,34,165,149,96,25,20,63,1777,794,3541
"8711",8,16,44,381,165,140,14,21,70,3953,4102,3368
"8712",13,15,32,171,318,131,15,19,55,2710,45098,642
"8713",10,18,45,3288,611,308,14,27,62,1677,688,1721
"8714",14,17,32,1373,3140,468,18,33,50,2599,56188,1664
"8715",18,18,41,395,216,758,15,24,67,4803,6382,1026
"8716",10,13,43,193,697,1719,15,28,60,1374,1462,2189
"8717",10,17,58,111,262,2535,12,22,49,1606,1969,919
"8718",9,15,41,284,510,1021,14,28,53,3431,7449,2251
"8719",10,16,27,3388,1273,266,15,25,70,1934,3932,2321
"8720",8,13,39,211,384,151,15,22,62,1479,5391,743
"8721",6,13,54,71,840,220,14,31,55,1811,4211,1692
"8722",10,13,36,306,6164,677,14,28,54,2266,7930,1197
"8723",11,14,41,122,295,124,16,20,66,3037,4278,5540
"8724",16,20,44,313,844,361,16,26,73,2745,27488,1829
"8725",8,22,21,374,520,431,16,25,66,1279,5044,635
"8726",7,21,49,637,325,149,18,28,44,1594,2659,1895
"8727",11,19,28,228,168,1685,14,22,71,1698,9281,1219
"8728",9,14,42,457,148,841,15,26,46,868,1399,1950
"8729",14,13,40,282,3147,101,13,19,84,2658,5268,1340
"8730",8,12,42,654,200,571,12,33,51,1008,6593,1417
"8731",9,17,47,381,250,164,13,21,46,799,18267,792
"8732",8,17,26,543,171,243,14,26,89,2543,13625,1368
"8733",16,12,35,1224,100,210,12,23,46,3003,2207,2377
"8734",7,19,25,777,1285,447,15,19,69,3938,21760,875
"8735",10,15,27,176,327,946,14,21,50,1180,10424,1553
"8736",10,16,85,136,509,454,13,19,48,553,3345,2876
"8737",10,20,50,386,463,408,18,23,58,3273,2849,1189
"8738",10,16,29,524,445,387,14,35,59,2643,142795,557
"8739",11,27,36,111,1288,177,18,21,54,1745,709,1863
"8740",8,17,26,168,224,1518,18,21,64,1468,1598,1364
"8741",9,17,36,323,4828,70,14,21,88,1570,51156,2059
"8742",13,15,39,152,274,161,14,28,65,2043,46522,985
"8743",9,17,32,243,649,892,13,23,59,879,10636,2753
"8744",8,19,21,950,104,693,15,19,59,1194,2008,807
"8745",12,18,28,238,113,203,21,23,73,1987,106998,3162
"8746",11,12,53,460,5114,1066,14,26,54,1716,9233,3214
"8747",12,17,24,2432,1008,165,13,29,42,1522,4241,1895
"8748",10,16,54,432,370,693,16,22,46,1344,1651,3918
"8749",10,13,46,170,6461,1091,17,19,70,901,3298,2259
"8750",12,28,63,996,1930,239,14,21,58,1019,8208,1450
"8751",11,21,40,162,152,540,15,21,80,4562,3543,1582
"8752",10,14,27,721,416,287,17,26,52,4121,24071,3764
"8753",8,16,20,113,219,335,14,26,49,711,6657,852
"8754",10,14,27,378,352,688,16,22,52,1766,5076,1307
"8755",11,18,50,638,119,268,14,20,54,1171,11288,1213
"8756",9,14,32,123,463,918,18,22,64,1282,2808,1573
"8757",10,17,31,109,118,311,15,22,47,1351,55104,1125
"8758",8,14,27,112,153,1012,16,25,59,707,5968,921
"8759",8,19,54,313,349,557,13,24,42,2057,7360,2864
"8760",10,15,45,216,289,156,12,23,79,2499,4069,2009
"8761",11,16,21,890,139,497,11,24,53,1060,2655,1452
"8762",12,13,36,1988,535,272,16,23,81,768,6459,2964
"8763",11,20,30,37,230,343,13,22,62,1197,1413,4046
"8764",11,12,33,161,736,610,14,26,46,2508,2967,5752
"8765",8,17,28,3306,2067,485,14,30,78,926,33744,887
"8766",10,16,45,474,233,140,15,38,46,2699,3370,1068
"8767",10,27,33,802,218,141,14,21,72,1092,5387,837
"8768",12,15,30,1170,128,345,18,27,49,967,25037,1805
"8769",9,26,27,145,3523,395,14,20,64,3382,14985,1323
"8770",10,16,29,259,56,1235,12,29,60,3128,19823,1387
"8771",8,14,34,593,1405,202,12,24,50,1742,845,933
"8772",9,18,27,93,50922,521,12,19,50,2157,6423,1079
"8773",11,19,28,466,4204,1538,13,24,57,2319,12885,2209
"8774",9,19,32,4841,3455,336,16,23,65,2087,2076,1845
"8775",13,17,73,1899,6596,349,17,26,79,2521,14882,1099
"8776",11,24,78,105,211,121,16,25,67,1174,1152,2820
"8777",13,17,35,174,158,209,17,19,85,1109,1446,1188
"8778",13,20,34,1092,693,167,17,21,86,2341,2814,2358
"8779",10,17,51,558,214,1718,11,23,66,1116,2550,3746
"8780",22,13,40,864,596,121,14,26,69,2307,5613,3388
"8781",9,18,26,1079,888,279,16,20,60,5864,4905,1024
"8782",8,14,35,567,2162,1679,14,20,77,2048,1800,1031
"8783",10,17,34,200,683,220,14,34,60,1261,6147,1411
"8784",9,18,30,78,844,238,12,19,53,1900,2704,1224
"8785",10,15,46,111,399,109,12,22,64,1989,10837,1495
"8786",11,16,23,709,618,330,20,25,86,1984,29588,3803
"8787",7,17,37,228,676,540,16,31,47,1784,1493,1972
"8788",8,13,32,680,170,115,17,31,60,1095,4011,691
"8789",11,15,39,194,1145,125,17,19,49,2040,4305,4206
"8790",11,25,38,1190,207,309,17,20,59,1611,17553,1074
"8791",10,21,41,311,568,241,13,22,55,1601,40793,3796
"8792",10,18,38,103,301,249,13,22,85,4247,6741,1426
"8793",7,15,35,497,2882,855,15,24,64,3063,6427,3440
"8794",9,18,35,195,292,1337,17,28,69,1503,1313,1142
"8795",9,13,30,272,373,2016,13,20,62,750,13975,784
"8796",9,14,28,405,362,413,13,23,57,3595,3363,5116
"8797",9,17,34,411,1047,251,11,34,61,1152,4484,1216
"8798",10,13,40,225,949,414,15,21,57,1844,1011,759
"8799",11,13,30,396,368,874,11,25,64,1802,8080,1998
"8800",17,15,48,132,1809,137,14,27,60,1862,950,3660
"8801",7,17,22,3790,1898,369,15,26,67,1673,428,1293
"8802",8,13,30,119,637,1603,16,26,87,1323,3246,3891
"8803",9,18,65,107,1053,173,15,18,54,1708,14168,5362
"8804",10,20,31,126,1598,280,13,36,56,2485,29135,2215
"8805",8,28,18,1263,775,705,15,21,57,2085,2597,2745
"8806",11,25,32,2367,5190,316,22,22,62,3095,10677,2406
"8807",9,27,46,872,305,851,16,21,54,3298,2132,3681
"8808",10,23,58,1286,312,151,13,19,53,916,16698,2307
"8809",12,16,52,587,1289,82,16,24,43,938,47149,1114
"8810",10,15,53,898,499,738,14,26,61,1033,5844,2377
"8811",9,14,25,743,3492,522,13,26,59,1232,3186,1549
"8812",11,17,25,2919,798,76,21,32,96,2619,2430,1206
"8813",8,18,33,698,38251,1168,17,25,60,1774,7498,1328
"8814",7,20,43,706,747,720,12,22,55,817,26762,681
"8815",15,17,16,107,624,469,13,21,38,795,1752,774
"8816",7,16,51,636,262,1187,19,23,53,741,3843,1811
"8817",13,16,22,2308,4844,735,15,37,60,778,2470,2067
"8818",9,17,49,660,670,70,11,31,87,2946,10235,2506
"8819",11,14,35,437,793,298,14,20,75,2972,2191,1598
"8820",7,13,55,791,314,124,17,23,58,1380,1932,832
"8821",12,19,38,422,407,691,17,20,53,1280,4251,883
"8822",10,13,28,720,6152,191,14,22,49,2227,8100,1304
"8823",8,19,35,200,122,774,14,27,56,2947,6008,1145
"8824",7,13,32,902,70,64,13,23,65,2520,4055,2720
"8825",12,21,24,1435,4090,198,15,22,46,1244,8354,1805
"8826",13,18,49,151,263,1744,16,23,58,2992,28463,2263
"8827",7,12,33,325,168,240,15,24,45,851,24329,2171
"8828",8,16,33,786,287,668,14,21,70,1714,2013,1576
"8829",9,14,30,759,289,164,16,21,52,647,12728,1750
"8830",8,21,40,151,97,196,14,23,54,1683,13943,1060
"8831",10,12,30,2823,2605,682,18,25,56,1125,1013,1657
"8832",14,15,35,394,390,308,12,25,57,3458,3046,2547
"8833",14,16,38,169,169,436,14,28,62,1637,3579,4089
"8834",13,17,27,186,1278,221,13,24,68,1397,6293,1793
"8835",10,16,36,452,206,144,13,22,66,3016,9841,2463
"8836",10,17,22,374,324,173,12,28,80,1909,29980,1862
"8837",10,14,24,137,224,1555,15,23,51,2859,124898,2093
"8838",13,17,34,835,875,686,13,28,78,953,122663,706
"8839",9,16,26,870,1675,1297,15,22,50,2337,13346,2172
"8840",11,14,32,119,2195,104,18,28,42,1092,2898,1786
"8841",9,24,39,1969,249,271,14,23,70,3112,7903,996
"8842",12,18,31,560,1424,939,11,22,44,3915,2944,2289
"8843",6,19,54,363,223,428,14,24,60,1531,1119,880
"8844",13,19,34,203,1417,202,16,23,67,1598,61832,1976
"8845",14,16,41,260,8219,309,13,31,46,1474,18232,1473
"8846",12,20,36,293,10720,1172,16,22,57,4104,1583,4005
"8847",11,18,35,299,2460,1518,15,25,57,1214,12434,2406
"8848",10,14,33,990,381,66,17,23,61,3046,121384,1056
"8849",12,18,37,204,1463,181,13,27,71,1240,9921,3159
"8850",9,16,52,422,15690,452,18,25,50,1047,1392,4264
"8851",11,22,83,341,3072,190,19,27,49,3398,12255,2034
"8852",12,11,18,856,286,150,13,26,62,1225,1562,1678
"8853",8,18,47,980,164,301,16,30,46,1415,17992,6654
"8854",9,13,83,119,3427,584,16,36,64,1837,1576,2351
"8855",11,24,40,819,235,199,17,26,54,701,3664,1125
"8856",7,19,34,1353,495,455,12,23,46,2175,7244,1108
"8857",9,10,30,202,727,219,12,28,42,3339,2561,1585
"8858",11,19,22,768,449,1787,15,27,49,2259,5500,1039
"8859",9,10,37,84,173,123,18,26,60,950,2303,1226
"8860",12,21,31,164,371,1182,13,17,62,1192,11399,2233
"8861",13,16,46,501,492,257,11,22,54,1113,1163,1726
"8862",12,15,35,380,2214,1487,16,28,53,2229,7439,1022
"8863",14,17,30,1712,1489,2071,14,21,54,734,2841,1609
"8864",10,12,26,221,540,2232,15,26,47,3717,6435,817
"8865",13,18,66,207,337,1811,14,21,49,1330,169499,1886
"8866",8,13,28,800,538,468,11,25,52,2024,12986,957
"8867",18,17,93,482,380,126,20,21,56,2494,4351,5060
"8868",15,11,36,293,419,297,19,26,50,2060,33855,2316
"8869",11,14,32,191,197,126,13,18,61,1304,9734,742
"8870",10,15,45,147,518,482,11,22,70,1692,2725,956
"8871",9,16,37,641,683,128,10,24,69,1222,1981,468
"8872",9,12,32,146,2668,764,14,23,63,4748,4395,1518
"8873",8,21,31,920,2091,852,19,22,54,1963,85580,4568
"8874",8,25,36,444,387,267,14,25,47,2710,27267,4918
"8875",13,14,21,190,312,1545,13,36,50,1793,3585,1181
"8876",9,12,52,346,262,106,18,22,48,1452,25504,1585
"8877",11,13,28,204,296,682,12,24,66,1496,8425,1083
"8878",12,14,45,334,97,313,12,31,82,2003,4644,1471
"8879",11,15,33,119,188,1620,20,41,64,1417,7561,1671
"8880",10,15,43,348,444,222,13,31,49,2162,7412,1267
"8881",7,16,51,169,412,249,15,28,60,932,4038,846
"8882",10,25,36,466,13891,507,14,23,66,1705,3225,2171
"8883",8,11,51,2927,1149,1230,16,28,46,1212,11096,4463
"8884",9,23,23,366,220,294,13,26,63,893,1226,2645
"8885",13,16,21,479,362,1861,13,20,52,1250,2420,2221
"8886",8,10,31,4104,493,295,14,20,55,1008,2651,1928
"8887",8,17,50,1706,156,2504,16,19,63,2771,3455,1183
"8888",13,17,33,96,470,537,14,18,52,1103,2690,1744
"8889",10,15,35,230,567,331,11,27,64,833,15376,1418
"8890",9,14,63,1271,2839,766,21,24,61,2967,3238,1585
"8891",11,13,31,72,160,352,15,28,49,1875,26905,3062
"8892",10,13,30,557,1095,796,16,20,55,1103,3357,953
"8893",11,17,48,106,77,328,18,24,79,4986,7996,991
"8894",7,20,32,191,1315,250,16,21,49,1346,1990,820
"8895",15,13,32,434,130,147,15,23,59,2041,10907,2766
"8896",8,13,38,527,178,361,14,19,61,2421,1368,4620
"8897",10,13,42,1898,1000,988,18,21,47,1977,8795,1276
"8898",11,21,20,1251,486,2418,17,27,57,2680,4579,1450
"8899",10,21,28,758,3100,1393,12,24,64,4453,4112,5477
"8900",12,12,54,512,498,1254,13,28,70,1351,13468,888
"8901",8,18,35,896,2729,223,15,19,63,3895,2417,1919
"8902",9,19,45,711,1051,266,16,22,45,859,926,1636
"8903",9,13,28,179,94,195,15,22,57,1453,8094,1977
"8904",10,34,27,2050,10669,552,16,27,61,3179,5011,1063
"8905",15,17,34,224,128,106,15,28,58,4597,4710,1807
"8906",11,18,41,1652,106,219,23,25,50,1166,2431,3608
"8907",11,15,30,73,144,302,16,24,51,1286,5631,2522
"8908",12,14,37,914,2556,411,18,20,56,1214,18095,1126
"8909",9,20,71,258,652,438,16,25,53,831,1979,709
"8910",7,16,31,115,5402,809,13,26,64,1834,1200,1154
"8911",9,17,57,596,1768,182,15,24,72,2381,2592,1726
"8912",12,28,34,300,894,231,15,21,97,2647,60950,1945
"8913",11,23,63,239,826,90,15,29,96,3939,223316,1132
"8914",10,16,47,155,417,1325,13,21,74,663,3639,1324
"8915",6,19,45,412,1524,802,14,22,66,1981,3092,719
"8916",11,20,50,1781,226,397,12,33,48,2172,15076,908
"8917",11,17,38,611,23736,126,15,24,47,3376,10563,1981
"8918",9,16,54,5105,697,49,14,28,80,759,17258,2400
"8919",9,14,25,406,4418,2548,14,22,54,2208,13642,608
"8920",14,13,26,405,604,231,12,27,57,1531,5288,3512
"8921",10,18,24,999,774,274,15,25,48,3611,1940,2018
"8922",12,11,44,702,111,365,17,37,44,1464,38085,4818
"8923",14,11,15,251,104,188,16,26,61,1972,2236,2276
"8924",9,13,28,298,267,1700,14,21,58,892,1485,1238
"8925",9,19,29,294,190,735,17,25,49,2228,13162,698
"8926",14,27,29,448,4982,132,13,27,51,1165,5520,2188
"8927",9,13,57,103,279,1514,14,30,71,1795,2603,2355
"8928",10,24,23,203,460,69,17,24,66,1495,5858,2077
"8929",13,17,39,421,1178,462,11,21,64,851,2027,2100
"8930",11,16,37,85,829,318,14,22,65,4158,1970,3319
"8931",9,14,31,198,178,77,15,18,97,1361,3698,949
"8932",10,20,51,307,1022,206,12,20,53,1809,1917,5929
"8933",9,14,50,409,275,636,18,20,55,1412,1858,2483
"8934",7,16,41,1164,178,5445,17,25,59,3064,4864,2472
"8935",12,17,37,442,155,846,16,22,59,2207,2341,5179
"8936",11,20,32,306,960,854,14,36,63,2366,4507,2688
"8937",9,23,29,2485,666,406,15,27,47,2418,7688,1933
"8938",11,19,58,387,566,295,19,24,53,1292,28187,1822
"8939",9,12,20,418,234,595,17,27,93,3335,3685,1123
"8940",16,15,45,5273,17592,296,10,28,75,1529,2926,1858
"8941",9,21,31,336,974,898,17,24,78,2451,5384,1879
"8942",10,13,32,402,605,509,15,24,78,1177,4684,1404
"8943",13,26,51,100,196,262,13,18,50,1349,6277,1075
"8944",11,16,30,176,172,629,11,21,54,4298,10807,1680
"8945",12,16,37,74,397,790,14,23,70,1438,910,3344
"8946",12,15,62,439,325,2707,13,23,54,2890,2578,2812
"8947",10,16,76,159,1261,452,23,23,41,639,26226,2097
"8948",8,19,28,296,1010,432,13,27,97,4741,14236,3341
"8949",10,14,38,787,419,183,17,26,60,928,9305,1362
"8950",12,20,45,431,9259,633,15,23,47,1246,917,1489
"8951",10,14,25,295,1087,327,13,25,63,3725,63096,1508
"8952",12,16,36,258,781,616,16,25,57,1773,1171,804
"8953",12,14,28,2373,752,434,20,27,63,1157,2543,1287
"8954",10,19,53,1048,79,309,17,24,63,1074,4559,1982
"8955",12,17,68,1776,82,605,18,33,46,1611,2423,2696
"8956",12,21,24,919,9083,579,14,31,47,808,1717,2705
"8957",14,12,20,254,183,891,16,23,54,2777,8324,1228
"8958",7,15,37,423,791,173,12,30,57,2046,1268,1489
"8959",10,16,25,272,258,2009,16,23,60,1740,3964,2137
"8960",9,15,34,397,410,222,16,21,55,1539,4702,3745
"8961",12,17,27,179,569,403,17,34,69,1531,2524,1256
"8962",11,16,28,210,721,370,15,23,64,1178,2211,2079
"8963",12,30,41,1748,165,705,15,20,80,2129,1896,2561
"8964",13,22,25,291,1090,137,15,17,73,2558,3904,1080
"8965",9,11,36,231,493,247,19,30,61,939,67305,2579
"8966",8,17,45,192,821,579,16,26,36,2315,6119,2006
"8967",9,15,36,466,109,183,18,39,74,625,17344,1340
"8968",13,9,37,1212,483,1316,12,23,75,1098,1666,2422
"8969",9,19,17,1129,164,384,13,23,51,1469,13688,2225
"8970",8,12,45,1865,339,451,15,33,67,905,10000,640
"8971",6,31,44,1244,666,201,16,26,76,847,164951,3330
"8972",11,22,54,737,352,184,13,34,73,2121,3175,813
"8973",8,9,37,140,398,272,14,19,99,2009,30012,1505
"8974",8,14,40,1476,65,355,13,35,70,3884,1219,1503
"8975",8,11,39,182,145,276,17,21,57,3850,2282,1167
"8976",14,11,41,86,219,70,13,25,34,2388,880,2060
"8977",10,17,33,218,578,184,21,20,45,2171,1952,2864
"8978",15,12,22,548,498,1442,15,21,56,2823,2298,1766
"8979",9,17,27,293,1739,235,12,28,56,1941,14052,1664
"8980",16,17,57,327,222,1945,12,29,71,1912,10671,2080
"8981",9,14,24,488,70,470,13,34,95,1314,3184,1189
"8982",19,23,31,296,6295,439,12,19,67,5197,16848,1485
"8983",7,15,28,486,196,235,13,26,46,835,4871,1498
"8984",10,9,36,579,443,942,13,24,49,2100,4531,554
"8985",14,16,40,885,170,95,17,27,51,1215,1676,2617
"8986",10,15,28,381,326,666,11,28,53,544,1624,543
"8987",10,17,54,1879,473,545,16,30,77,2200,11271,706
"8988",14,35,52,246,346,2624,17,21,45,4716,8598,1031
"8989",9,23,43,427,1601,1381,16,26,71,2457,2299,1234
"8990",9,16,27,1121,480,574,16,22,65,1349,1247,771
"8991",15,18,31,1977,212,85,13,19,65,741,1709,1050
"8992",6,18,59,110,163,158,16,22,43,1884,4998,692
"8993",10,14,27,1639,201,344,14,21,55,4897,24956,1029
"8994",9,21,38,1053,199,435,17,25,68,464,3665,695
"8995",9,15,38,380,13124,799,19,23,52,2872,3336,1616
"8996",7,20,32,1404,139,450,14,21,59,1101,3047,1508
"8997",11,12,21,732,72,1115,16,23,67,841,1148,1639
"8998",7,16,23,295,269,1329,14,25,41,2214,2049,2007
"8999",11,17,27,92,898,216,16,24,45,708,2065,2103
"9000",12,15,20,290,114,220,15,31,63,1571,1738,3196
"9001",12,15,40,213,361,163,16,29,46,1769,1520,922
"9002",14,21,21,346,146,721,13,18,63,1561,3362,1462
"9003",11,21,25,2096,597,298,15,29,58,1950,2383,3131
"9004",11,17,24,1234,489,1709,13,20,54,2428,6026,1487
"9005",11,15,29,202,229,181,14,23,43,2255,4670,4268
"9006",8,19,39,692,435,1086,14,29,61,2283,7174,2070
"9007",8,21,44,1088,671,335,13,19,95,885,19732,2863
"9008",11,18,26,566,1088,484,11,31,47,5296,9792,3770
"9009",15,11,51,751,250,1431,13,24,56,1835,33993,1285
"9010",14,20,36,261,472,345,14,29,73,608,274906,866
"9011",10,13,50,418,934,273,15,22,51,1577,973,1090
"9012",13,14,45,321,1934,1436,14,23,67,4169,5021,4024
"9013",12,22,36,540,375,428,13,23,53,1273,37996,2371
