"","lav1","lav2","lav3","lav4","lav5","lav6","høj1","høj2","høj3","høj4","høj5","høj6"
"5441",6,17,36,184,702,248,13,26,59,1422,2853,1461
"5442",11,18,51,499,597,398,19,24,48,2517,1627,1508
"5443",13,29,36,561,10792,2887,15,30,68,1599,5600,619
"5444",9,14,56,100,3256,176,13,19,64,1390,659441,2021
"5445",12,16,31,145,5674,406,14,28,74,1247,110353,1250
"5446",10,15,30,913,545,2736,12,21,63,1042,588,2762
"5447",8,17,26,145,837,356,16,29,65,2324,4359,930
"5448",8,23,33,326,584,545,12,30,66,1294,2916,2353
"5449",9,14,35,258,247,1711,18,32,63,3752,2101,1441
"5450",11,15,48,878,2172,453,14,24,49,2787,4147,1720
"5451",11,20,33,372,3719,687,14,21,60,1645,2627,3584
"5452",7,10,30,238,2888,3018,21,25,60,2375,1910,4410
"5453",9,15,50,1061,327,333,21,33,48,2247,64301,2431
"5454",11,19,25,836,118,583,15,25,75,1656,80316,3120
"5455",11,12,26,156,174,88,15,27,53,4734,4103,1402
"5456",11,11,49,790,1599,772,15,40,46,2835,754573,676
"5457",11,23,48,589,390,137,16,24,58,2522,37521,3843
"5458",9,28,47,561,306,1102,12,23,61,997,3050,5107
"5459",15,13,27,161,1228,1222,13,24,55,773,118552,2217
"5460",7,13,27,1013,1964,3519,17,27,50,2903,3512,528
"5461",10,17,52,2778,581,201,12,25,48,3769,25785,2213
"5462",11,21,29,731,512,121,22,21,55,835,3616,2373
"5463",10,26,27,231,948,138,12,31,51,3194,10018,1740
"5464",11,20,30,1123,3504,519,11,19,57,1975,926,2420
"5465",15,17,91,136,307,333,14,22,55,3441,12145,3782
"5466",9,15,43,314,92,286,16,36,49,3532,4378,2906
"5467",10,11,23,403,2198,133,16,27,90,1191,13005,626
"5468",9,19,25,915,333,201,18,30,42,2012,4143,1063
"5469",9,14,23,228,2511,257,16,22,50,851,1968,3834
"5470",8,16,51,117,1462,345,17,28,61,3316,6229,923
"5471",7,19,41,148,833,268,14,27,48,3112,1249,973
"5472",11,17,32,509,13155,276,14,22,66,944,11131,1708
"5473",7,16,27,134,296,1198,12,24,49,1340,130641,3386
"5474",8,19,58,504,888,572,19,23,75,2076,3954,4241
"5475",7,24,25,193,343,251,17,24,48,672,6610,575
"5476",10,16,32,315,737,3169,13,23,48,744,3476,1168
"5477",12,11,33,220,1464,295,11,25,52,1330,8590,1538
"5478",9,14,42,560,135,429,12,27,57,2121,7793,867
"5479",8,13,24,98,1537,140,11,33,56,1033,4186,996
"5480",7,16,20,60,1732,567,18,29,47,629,1821,2375
"5481",10,19,48,3286,1463,441,14,30,62,3370,1775,2528
"5482",7,17,29,330,917,790,17,31,47,1106,6454,4068
"5483",15,19,42,249,380,94,16,23,67,572,744,961
"5484",13,12,37,1566,254,166,16,27,55,3648,10559,4401
"5485",10,16,37,401,517,476,15,23,57,2785,2065,1887
"5486",7,17,29,265,532,683,17,20,63,1048,55144,2435
"5487",14,15,35,639,426,738,16,38,63,4953,1783,2914
"5488",10,21,28,501,153,152,12,20,57,1827,2413,2078
"5489",16,16,35,874,285,282,14,27,44,4562,14918,1402
"5490",8,15,34,97,463,479,15,20,50,530,4820,1731
"5491",10,9,33,204,416,132,13,23,53,1030,1588,3199
"5492",13,17,49,391,291,1246,16,18,60,948,1102,774
"5493",8,14,29,83,1470,188,14,20,76,1007,27045,1306
"5494",11,24,53,273,414,639,14,20,51,843,5356,613
"5495",9,25,37,314,1825,279,15,19,49,2368,1323,1618
"5496",10,15,34,218,380,443,11,28,51,3887,1272,1045
"5497",9,14,64,142,109,1695,16,25,47,472,6840,2277
"5498",8,18,28,269,572,267,15,27,58,821,1576,1262
"5499",9,28,76,235,795,583,18,24,52,1051,2415,1345
"5500",8,14,58,1899,212,1095,10,24,54,3463,6461,3802
"5501",13,13,57,614,159,71,14,24,67,961,27602,1462
"5502",8,28,49,169,137,286,14,26,48,1348,2994,1834
"5503",9,15,29,199,1050,1474,14,28,60,2369,5886,2399
"5504",19,14,23,247,260,321,16,23,51,2235,2719,2093
"5505",13,25,29,564,364,1619,16,21,55,795,3604,2647
"5506",12,17,35,3134,76,3193,12,26,78,3572,3763,1688
"5507",9,25,34,495,1373,405,18,31,52,1173,4780,1419
"5508",10,21,49,641,624,216,15,35,74,1641,53140,1572
"5509",7,13,44,1208,1375,301,24,34,65,2730,16457,664
"5510",9,19,29,666,1214,349,13,31,53,1422,8476,3048
"5511",6,19,51,184,778,363,15,25,43,960,1122,926
"5512",10,18,66,980,482,120,13,27,51,1956,13200,2622
"5513",8,18,27,182,3387,218,14,24,59,1539,7942,4831
"5514",10,14,33,306,619,3624,16,26,63,1571,2765,2580
"5515",10,22,37,105,138,154,15,20,59,1485,794,1272
"5516",12,14,43,3508,325,762,14,29,52,1389,2036,327
"5517",12,15,47,1434,655,465,15,23,54,5510,14680,1052
"5518",8,12,25,406,95,284,13,23,57,993,6816,1041
"5519",9,25,40,308,496,559,13,19,55,1903,360479,3663
"5520",13,16,34,108,249,675,16,22,51,2978,1424,1016
"5521",17,14,48,9695,412,346,14,23,74,1174,7290,4047
"5522",10,10,41,1360,1774,222,16,31,54,1631,5176,1977
"5523",13,13,21,273,379,126,25,22,52,2767,6817,1010
"5524",9,14,27,282,129,1104,18,24,63,3374,7560,2369
"5525",8,15,41,132,2832,3759,14,24,45,771,1014,2045
"5526",13,16,20,311,278,1836,13,20,69,2824,3705,2255
"5527",11,14,37,330,9463,457,14,18,58,758,2549,1159
"5528",9,13,39,104,147,915,15,21,60,937,2515,3239
"5529",8,12,36,222,242,486,14,21,79,4237,2894,1169
"5530",8,15,32,524,188,479,14,22,41,909,683,1061
"5531",10,14,54,178,320,460,13,25,64,3037,5443,3156
"5532",8,14,32,259,79,483,15,26,70,3450,2126,1702
"5533",10,17,44,262,3849,550,14,24,51,1778,2142,2833
"5534",12,22,31,1081,1151,207,13,26,71,1858,6519,3027
"5535",8,26,37,248,234,1003,17,23,43,1188,7753,2330
"5536",13,12,32,662,142,280,13,23,71,2289,16129,1144
"5537",10,20,46,711,888,794,25,25,70,2769,303954,3133
"5538",10,11,40,408,400,997,15,21,97,2488,15023,1499
"5539",10,17,51,209,705,210,14,31,60,2670,3042,2492
"5540",11,18,28,204,3775,235,18,22,65,1964,9816,504
"5541",14,15,50,399,216,257,15,20,53,2713,7405,1121
"5542",12,14,47,233,366,490,16,22,55,1322,22017,4331
"5543",14,13,35,404,619,485,11,27,48,2811,3395,1191
"5544",10,17,34,2112,162,688,13,21,46,2286,27701,933
"5545",11,10,41,198,2577,503,12,26,47,1121,2461,1665
"5546",13,16,32,2038,796,109,16,24,49,752,3979,2814
"5547",7,15,45,184,550,101,13,30,66,2982,8842,1642
"5548",16,18,34,145,171,155,14,22,61,1944,2219,1463
"5549",11,14,31,194,1813,140,14,25,60,1676,343279,1421
"5550",8,22,34,127,237,678,13,21,60,1031,2248,2213
"5551",9,19,51,169,215,195,12,24,57,1306,498,753
"5552",9,23,23,301,627,264,14,23,62,1168,5322,674
"5553",10,9,40,76,218,174,11,23,69,540,3708,2473
"5554",13,17,40,210,354,212,15,25,60,2784,1022,3338
"5555",11,19,40,210,430,444,13,23,45,3016,6006,1310
"5556",10,14,40,229,593,518,12,31,51,2862,713,1998
"5557",11,15,40,99,2788,163,19,24,50,884,1284,1171
"5558",8,13,22,219,1832,425,12,26,84,858,84075,2074
"5559",8,15,31,448,2460,1040,14,22,53,2050,2112,2227
"5560",9,23,40,444,738,189,16,17,76,953,1608,772
"5561",13,16,38,110,1588,210,15,23,48,2066,1778,4242
"5562",7,18,44,211,609,180,14,22,47,1996,18611,2540
"5563",12,16,23,142,458,330,13,26,73,1792,59948,592
"5564",7,22,87,1362,142,150,16,37,59,767,5109,1533
"5565",14,17,37,4158,6873,913,17,18,55,1890,26718,2574
"5566",9,15,26,339,96,729,14,24,71,1580,5740,1243
"5567",8,18,24,220,714,148,12,17,62,1109,34649,3790
"5568",13,36,51,417,3703,131,15,26,65,1848,1742,2104
"5569",13,15,39,360,5778,774,16,22,59,1523,4458,807
"5570",11,14,29,1176,683,651,16,25,48,1131,47641,2122
"5571",8,14,41,241,251,250,16,29,58,1441,1393,855
"5572",10,19,20,537,1546,424,15,22,56,3072,12707,1311
"5573",11,15,45,282,1112,251,14,23,44,1044,11522,2150
"5574",13,21,53,223,126,792,15,25,45,1389,4054,3831
"5575",9,18,35,1246,93,5727,14,22,55,2739,2844,611
"5576",7,21,36,96,1873,731,20,18,54,2079,42925,1872
"5577",10,19,49,217,181,1869,13,31,54,1071,9561,1818
"5578",11,13,37,2710,8843,115,15,19,51,1439,1101,8619
"5579",6,15,30,1148,5054,153,16,24,60,1141,3100,1887
"5580",8,14,23,1440,356,110,18,25,62,2869,1475,1229
"5581",11,16,36,1680,1202,1238,13,22,59,1802,19497,2139
"5582",11,12,38,1075,189,64,11,27,59,3978,55316,1830
"5583",8,13,45,1392,9010,1902,16,21,46,3158,20875,3175
"5584",8,15,55,656,492,675,15,27,53,1383,1370,2921
"5585",13,14,42,604,54,712,24,18,49,3198,2467,1506
"5586",10,20,22,1798,80,246,12,22,55,2532,137428,1785
"5587",13,15,35,461,248,542,18,24,40,912,2543,668
"5588",9,19,41,427,88,136,14,18,45,4059,1845,1396
"5589",18,14,23,285,328,250,16,23,52,3987,4069,1749
"5590",8,18,31,498,3438,531,16,23,68,1924,3140,826
"5591",8,18,58,291,328,1906,17,24,68,1067,2818,2637
"5592",10,15,59,1044,1358,1803,13,22,56,1964,4286,2298
"5593",11,13,31,267,306,1244,13,20,51,1268,2724,660
"5594",9,20,63,409,989,295,16,23,44,607,1316,1712
"5595",12,12,34,444,842,597,16,24,73,1947,1923,3094
"5596",10,14,50,430,100,631,21,29,71,1279,993,724
"5597",7,14,28,180,520,173,15,21,46,935,3830,817
"5598",7,17,20,376,335,187,12,18,54,1527,2049,1817
"5599",9,14,56,144,87,94,15,32,72,484,2589,1209
"5600",11,16,92,99,238,1359,16,38,63,1307,30598,4943
"5601",7,17,36,131,316,194,13,24,45,1996,4329,1610
"5602",9,16,24,123,363,415,16,22,67,2637,1928,1223
"5603",10,22,33,346,350,1254,18,23,46,2089,5091,1356
"5604",10,14,41,122,227,758,14,29,56,686,31659,2316
"5605",14,15,43,170,1179,212,11,22,42,1105,5735,2322
"5606",8,19,40,2764,1079,702,13,29,42,1839,7241,772
"5607",9,18,32,291,631,723,13,23,48,3877,13841,4262
"5608",10,21,46,214,929,116,13,26,55,587,1557,2054
"5609",9,14,33,214,241,130,15,22,69,2046,210361,1695
"5610",12,10,31,115,3604,98,14,29,49,2065,3471,1641
"5611",8,21,39,303,806,169,12,30,44,1085,1602,1070
"5612",8,15,43,491,865,1496,15,20,73,2974,71295,1592
"5613",11,15,41,135,105,304,17,25,62,4723,64067,5511
"5614",16,14,36,88,167,833,15,28,53,1335,799,944
"5615",16,20,73,1182,1164,297,13,29,59,2230,16601,1860
"5616",10,20,46,493,410,922,14,27,82,1246,865,1938
"5617",12,27,25,1360,412,467,13,30,56,1451,3117,918
"5618",16,16,58,245,402,918,14,25,55,4718,5014,1199
"5619",10,14,30,747,2392,359,17,26,52,2112,5860,1024
"5620",10,15,31,296,143,156,15,37,47,1304,3095,783
"5621",9,14,32,138,888,251,14,26,60,1477,4990,1866
"5622",11,13,35,400,2050,786,21,27,58,2481,6535,440
"5623",8,15,42,1297,409,612,14,29,63,1850,1545,2376
"5624",8,15,29,173,283,241,11,23,68,1544,4878,1551
"5625",16,15,30,230,162,146,19,25,65,1094,58956,952
"5626",10,17,43,521,126,262,14,23,85,610,3875,1796
"5627",10,23,38,2709,314,1204,14,25,57,1659,1972,2253
"5628",14,15,59,112,329,1137,14,19,68,1114,14785,2395
"5629",7,15,50,175,85,600,12,23,71,1381,5989,1682
"5630",7,17,44,156,76,85,20,23,49,1358,2496,2215
"5631",9,21,29,1784,92,148,21,26,53,1929,35126,2408
"5632",9,18,21,407,459,273,16,30,60,987,1768,1091
"5633",11,10,33,298,628,483,16,23,52,2342,6773,786
"5634",12,15,32,312,328,723,17,19,99,1424,5609,1008
"5635",10,16,28,203,284,765,14,22,54,672,1856,3429
"5636",9,16,24,354,3496,283,15,18,60,1715,4402,1154
"5637",9,13,31,2118,96,374,12,32,82,2256,1280,1841
"5638",9,13,22,1806,1378,122,17,24,64,940,3373,1599
"5639",8,34,27,271,698,309,15,22,76,1887,7775,467
"5640",11,20,41,1014,254,498,19,30,47,1609,3594,1348
"5641",11,14,29,1213,176,169,15,21,49,2241,1625,1799
"5642",11,20,32,720,89,1802,12,24,66,2581,3504,1199
"5643",9,19,25,1050,2135,84,14,32,41,1108,10849,716
"5644",7,16,34,87,10082,316,26,21,50,1185,1818,1636
"5645",16,13,35,2521,411,818,15,30,68,1462,6722,2347
"5646",7,10,41,498,1025,215,15,25,53,1940,2049,5113
"5647",13,15,44,229,92,580,16,32,53,617,2163,599
"5648",10,16,93,845,1894,763,16,24,54,1978,8173,973
"5649",11,14,48,695,241,237,14,25,52,1099,627975,1147
"5650",8,12,22,495,498,725,13,20,77,1781,31404,1182
"5651",12,29,37,1837,456,739,15,25,53,3256,13459,1190
"5652",9,12,25,228,444,836,12,20,50,1342,11758,2906
"5653",8,11,31,221,383,297,13,24,74,1957,3857,2070
"5654",10,12,23,213,1002,49,12,27,47,2412,29586,1598
"5655",8,20,44,226,137,129,15,26,75,1376,18827,1929
"5656",10,18,32,1320,275,492,16,29,70,1476,16080,2205
"5657",8,24,35,1761,652,93,15,21,58,1007,57396,1339
"5658",9,17,43,889,360,429,15,27,62,3894,3632,1678
"5659",9,19,21,263,345,691,16,25,95,6937,2353,1649
"5660",11,24,41,615,7221,2120,14,31,60,4233,7884,2746
"5661",12,11,42,198,2352,406,14,25,83,1512,3760,2111
"5662",12,16,44,283,193,145,16,25,57,2468,2657,958
"5663",12,18,31,222,703,442,19,30,49,1029,4749,1010
"5664",12,15,13,75,156,127,18,22,49,2641,2488,2005
"5665",8,12,31,3207,1463,302,10,22,61,2040,937,2177
"5666",7,19,45,230,1830,370,12,29,51,2002,50301,2242
"5667",10,22,18,341,1999,400,12,25,47,1224,3551,785
"5668",9,20,25,344,246,747,12,24,62,1564,963,1653
"5669",12,24,38,1000,100,899,13,40,67,2345,1231,959
"5670",10,17,33,123,22454,672,18,27,79,4307,2253,1001
"5671",11,13,32,225,870,434,13,22,52,1654,2354,2296
"5672",10,16,41,147,809,287,14,23,79,1877,7770,1250
"5673",10,22,43,800,409,720,14,30,60,1644,4056,1133
"5674",8,14,43,138,2029,690,16,21,52,1225,4167,1518
"5675",15,26,19,221,211,509,15,24,51,1995,7845,1945
"5676",10,16,60,451,3073,248,12,20,63,2533,4228,3737
"5677",11,12,38,259,339,2064,13,26,51,2104,10765,1366
"5678",8,13,22,535,147,230,13,26,61,3015,1597,1179
"5679",13,16,34,536,80,782,16,26,57,2047,11460,1533
"5680",10,20,35,1730,28784,194,17,23,64,822,1144,1851
"5681",9,17,25,1242,147,463,15,28,50,916,1071,2604
"5682",10,15,39,108,295,1689,15,23,91,1643,3239,4045
"5683",13,25,40,485,429,151,15,21,57,1054,5965,1989
"5684",9,12,34,223,1640,413,13,19,63,2443,2703,2198
"5685",13,16,24,96,1736,216,12,23,42,1413,781,787
"5686",9,17,37,3519,312,495,13,20,51,634,14759,1372
"5687",8,20,34,498,944,155,15,21,50,1899,16849,889
"5688",8,11,34,116,178,198,15,19,86,928,1431,2055
"5689",8,22,35,465,444,838,15,24,58,2594,1495,1327
"5690",9,18,21,1049,374,455,12,30,54,2121,1165,252
"5691",14,15,21,815,132,324,16,20,60,1738,1249,1525
"5692",10,13,42,589,467,126,14,25,51,1361,3892,6585
"5693",8,16,21,325,491,115,13,30,71,2359,2952,1749
"5694",10,17,35,136,1995,270,12,26,53,1270,935,2520
"5695",9,18,43,94,133,706,13,30,72,1885,1604,3443
"5696",13,25,29,259,12808,182,13,24,57,2741,3158,2392
"5697",10,17,27,148,344,359,15,19,62,624,14053,1070
"5698",7,10,39,683,327,166,15,25,46,4587,8349,1549
"5699",11,18,25,193,21218,415,14,18,63,2567,9370,2245
"5700",9,19,31,340,989,325,15,23,72,1592,2172,4389
"5701",12,17,25,3172,807,432,14,23,66,1216,18456,842
"5702",12,17,25,288,189,194,13,26,93,1441,4412,1048
"5703",8,11,34,663,725,337,17,28,67,1937,4476,2453
"5704",16,17,35,919,240,233,13,22,55,3335,1183,2584
"5705",9,30,56,499,257,78,20,19,50,578,4506,5081
"5706",6,16,40,489,201,324,19,21,51,1056,5120,1529
"5707",8,16,40,271,309,312,12,19,44,1331,2411,1179
"5708",13,13,47,465,178,1180,15,20,52,1121,8555,752
"5709",11,18,62,852,959,1025,15,23,49,891,12154,5539
"5710",15,38,43,411,219,297,14,23,69,928,6463,1357
"5711",10,21,45,676,135,330,14,29,63,5326,2780,2049
"5712",10,17,36,354,253,699,15,24,52,1890,8664,2948
"5713",14,12,38,489,481,467,17,24,45,3582,1986,3154
"5714",13,28,38,1040,111,1443,13,34,74,2552,2698,2701
"5715",7,14,46,578,318,273,13,24,66,340,8578,1614
"5716",14,12,30,1210,418,124,16,25,60,1227,162892,1065
"5717",11,24,34,182,912,2760,23,24,67,4432,12092,878
"5718",10,14,29,567,476,133,16,25,59,758,2517,2116
"5719",11,11,25,327,1309,170,19,23,86,2335,25009,2041
"5720",17,17,81,179,1430,770,14,24,76,2595,17944,1327
"5721",9,17,36,976,381,343,19,22,69,1440,3619,3820
"5722",12,13,41,633,170,207,15,34,59,1117,3664,1181
"5723",7,21,34,425,262,185,17,35,61,1331,2737,2905
"5724",10,19,30,528,114,101,14,32,65,415,2627,3945
"5725",13,17,76,705,366,3510,18,19,87,1299,720,1161
"5726",9,16,51,2299,108,304,11,27,71,1512,1177,2606
"5727",14,20,42,453,468,154,16,23,80,2025,3194,775
"5728",9,15,40,213,1504,564,13,28,68,1773,3324,799
"5729",9,16,39,367,265,680,17,23,70,3131,613,3950
"5730",10,25,61,282,468,567,15,24,72,4678,92956,2826
"5731",12,16,48,929,450,674,15,21,71,504,1303,1055
"5732",12,21,37,164,657,203,15,20,47,1039,4191,1491
"5733",12,12,46,1217,5969,441,15,27,56,882,5636,730
"5734",11,13,38,1085,672,190,14,27,71,1271,27899,1720
"5735",9,19,44,1272,2559,416,12,25,52,1278,1212,1792
"5736",13,12,52,233,258,299,13,24,54,3539,3026,1166
"5737",8,10,28,102,276,207,16,27,61,2669,3168,1771
"5738",9,15,43,303,574,112,18,22,70,2261,2003,1359
"5739",10,19,31,764,257,435,15,25,80,1543,1634,2870
"5740",11,17,44,331,94,1441,15,24,67,1712,6394,1419
"5741",7,16,35,480,565,332,12,29,52,863,5063,1967
"5742",11,25,38,299,1011,836,13,22,75,1749,4589,2321
"5743",7,17,27,995,194,628,14,28,43,1631,12092,1550
"5744",8,13,34,2969,1047,1249,14,22,69,1231,12773,1327
"5745",12,21,36,235,193,328,12,23,54,1897,37104,1534
"5746",15,14,31,108,247,492,20,31,62,1036,4189,1764
"5747",10,20,20,1615,643,148,14,21,88,1791,2409,3731
"5748",7,23,27,223,103,135,19,20,37,2044,25993,1431
"5749",13,17,51,251,442,225,11,28,64,1189,969,903
"5750",9,20,26,434,335,431,15,21,65,608,2262,830
"5751",9,17,31,592,200,365,18,18,59,2364,49252,1980
"5752",10,20,25,938,807,504,15,22,61,2770,7179,1192
"5753",9,14,53,274,286,614,17,30,100,2232,4475,2150
"5754",8,19,54,475,641,342,14,24,59,2196,5071,2255
"5755",11,13,53,338,1368,469,14,26,64,1146,1994,1727
"5756",9,15,44,177,239,362,14,26,48,3015,21924,1391
"5757",9,15,39,188,39009,208,15,38,52,1560,10542,2862
"5758",8,15,20,865,567,245,15,23,54,2225,4858,1373
"5759",8,11,43,219,614,290,17,25,58,892,1821,1959
"5760",8,13,42,276,9355,468,16,22,49,1157,1433,4563
"5761",8,11,39,2330,410,2738,15,26,54,1164,857,2148
"5762",11,17,41,541,102,681,16,22,50,1196,17325,2053
"5763",9,23,31,333,215,775,14,20,53,4711,58788,2124
"5764",9,12,31,419,189,126,16,30,70,2558,2114,798
"5765",14,14,41,1653,174,115,13,40,64,1441,3998,2886
"5766",8,14,42,535,475,1374,18,26,74,1206,1685,5946
"5767",8,12,33,87,498,146,15,19,68,1492,1746,2470
"5768",11,20,76,1313,962,272,18,27,56,910,3008,1073
"5769",9,20,22,707,732,3664,19,24,61,2427,4593,1043
"5770",11,12,37,349,416,701,17,22,68,1473,8930,479
"5771",9,14,45,481,321,253,13,17,56,5296,6941,901
"5772",8,16,35,216,364,307,17,29,65,3836,3475,1477
"5773",13,12,43,140,520,707,16,27,54,1182,18006,3514
"5774",11,16,23,86,291,471,13,24,67,2038,5952,545
"5775",10,12,32,327,174,500,14,21,63,1750,2438,4736
"5776",9,17,23,77,15059,52,13,28,65,2131,12890,866
"5777",9,17,55,167,714,574,13,20,69,2426,1746,1780
"5778",11,11,43,1419,226,405,20,22,66,1558,5549,2523
"5779",17,27,44,98,1042,407,14,22,66,727,3557,1164
"5780",10,22,56,185,207,858,12,18,51,1781,1674,893
"5781",13,12,38,240,218,2211,24,27,56,884,1473,731
"5782",11,24,70,394,393,109,14,25,59,1822,8986,2475
"5783",10,15,31,94,564,432,23,20,65,665,3479,1500
"5784",10,11,43,595,1445,607,13,25,50,1331,3328,789
"5785",10,13,66,704,450,1657,17,40,57,4038,1919,1224
"5786",7,20,32,219,89,526,16,34,65,1814,3091,1616
"5787",10,24,26,1108,507,364,14,24,60,662,1332,1531
"5788",11,16,25,427,851,203,14,25,58,1470,376200,2292
"5789",13,14,38,82,204,627,14,28,91,1621,4017,4356
"5790",10,20,39,4663,605,403,16,26,66,1833,8179,1233
"5791",10,15,30,480,4814,768,14,23,69,4578,4326,2305
"5792",9,13,32,545,9898,249,16,19,77,2628,38967,960
"5793",11,17,51,153,1633,1089,13,19,42,1492,3999,664
"5794",12,15,28,260,243,186,14,23,44,1339,2343,1480
"5795",17,17,36,196,57,111,13,20,39,2479,3168,799
"5796",11,21,22,103,573,141,16,22,68,770,8021,2491
"5797",10,13,30,87,3693,366,13,26,76,2407,9336,917
"5798",7,19,50,119,1687,106,18,31,74,986,2119,3283
"5799",10,20,57,459,217,477,18,18,60,2986,33692,2462
"5800",10,12,39,1251,460,841,16,25,71,1245,2470,4201
"5801",10,14,57,171,264,106,16,20,78,1546,2615,617
"5802",11,15,51,473,185,1219,15,25,66,1353,14206,1905
"5803",13,17,32,637,95,969,18,24,59,645,1823,570
"5804",13,20,39,404,412,454,11,24,95,1394,4207,1075
"5805",10,22,24,297,5469,724,15,22,75,2024,2096,3167
"5806",9,16,47,2211,282,261,11,28,46,2036,1685,2486
"5807",7,11,35,327,110,462,13,21,56,2171,4348,1834
"5808",13,18,29,1893,1164,197,13,22,65,1262,3260,1435
"5809",9,26,52,281,73,337,12,23,55,2257,8048,829
"5810",12,21,31,820,4640,531,17,27,53,2681,18484,1913
"5811",9,12,42,898,69600,95,13,23,54,873,3749,1798
"5812",10,15,32,110,542,949,14,41,90,2400,687,2460
"5813",8,19,27,291,1961,219,18,27,85,1530,7182,906
"5814",7,25,28,713,139,218,16,29,46,1613,5435,1718
"5815",11,15,23,276,434,2931,14,24,81,1475,2013,3485
"5816",10,16,28,355,546,97,18,19,51,3095,12902,1501
"5817",10,13,41,410,362,198,15,19,52,1982,5888,1580
"5818",10,15,41,1057,346,158,12,20,58,1836,8816,4142
"5819",7,25,40,184,166,164,12,26,53,2447,59218,1399
"5820",14,26,23,52,120,1027,13,22,41,1409,11537,3436
"5821",8,9,48,344,462,296,17,24,62,1170,3139,1942
"5822",11,19,29,784,219,473,12,22,62,385,18462,880
"5823",9,15,53,723,102,134,13,24,51,1278,3818,4954
"5824",12,24,31,1475,1822,697,16,26,48,1185,10482,2321
"5825",12,19,64,138,3958,765,13,21,68,1595,1889,2003
"5826",16,15,38,184,169,445,12,21,59,2562,6792,3242
"5827",11,12,41,682,5404,120,17,17,42,1382,9130,890
"5828",8,18,24,235,3059,845,13,27,59,1572,5944,1166
"5829",11,16,32,323,160,1073,14,22,70,2145,7942,1229
"5830",9,20,30,573,34233,1340,18,34,88,3225,25699,2024
"5831",12,11,51,2204,2439,191,13,27,44,677,3350,927
"5832",17,9,47,1188,382,2066,14,24,41,4824,901,766
"5833",11,18,31,311,434,75,20,32,59,2877,17065,960
"5834",8,23,38,97,60,162,16,21,57,2366,5776,752
"5835",10,11,35,156,220,229,15,27,49,1446,12352,2156
"5836",14,19,29,417,199,269,11,24,60,1022,2039,3718
"5837",10,15,24,1432,6705,121,12,26,64,2222,4657,3849
"5838",13,16,42,357,255,252,14,22,54,3089,7871,758
"5839",10,12,27,1076,347,160,14,28,55,1544,1093,1728
"5840",9,19,47,1142,1525,273,13,22,71,1506,1646,1448
"5841",11,14,19,266,2838,212,13,26,66,882,32779,3736
"5842",8,12,47,124,9399,176,13,23,44,3671,24267,954
"5843",8,16,51,853,947,167,18,26,43,1669,2076,2322
"5844",9,17,38,119,680,1519,14,23,60,2496,781,1119
"5845",10,17,28,433,1240,68,12,27,38,2547,2773,1588
"5846",12,12,30,362,1438,160,16,22,82,2410,3793,1488
"5847",10,19,25,1345,989,95,20,24,124,2796,38250,2295
"5848",14,18,34,212,279,170,11,24,43,569,1300,1249
"5849",8,18,29,132,308,416,16,22,56,3520,1131,1280
"5850",12,9,46,342,497,106,20,22,48,2857,39572,1334
"5851",10,17,28,2345,198,303,15,31,59,2086,360,1735
"5852",14,18,41,461,310,887,17,36,51,999,3070,1533
"5853",13,15,31,2016,151,2139,20,24,60,1916,18144,4189
"5854",14,13,28,315,264,1197,13,35,51,1293,3958,2399
"5855",12,18,28,92,259,498,12,29,59,1748,6685,1141
"5856",9,15,55,761,326,314,14,20,57,3399,41200,2100
"5857",9,16,34,99,141,863,12,26,53,1363,1522,994
"5858",9,29,44,1581,356,129,14,26,76,1303,2189,1221
"5859",8,23,58,1126,273,3004,15,25,79,2520,3847,1129
"5860",11,22,51,521,229,201,12,29,63,4429,5216,2335
"5861",11,19,33,109,913,1379,13,25,45,1942,14581,1715
"5862",16,14,43,271,137,82,16,35,64,1746,1821,1655
"5863",17,13,46,698,1076,801,17,21,79,1825,13486,871
"5864",9,14,34,337,814,122,11,38,56,2023,33053,1128
"5865",12,19,44,533,351,376,15,22,68,3039,1594,2276
"5866",9,11,61,649,10764,290,24,24,44,1493,12761,826
"5867",19,14,32,213,371,1196,17,32,57,830,2081,1696
"5868",8,17,27,1105,160,466,15,23,72,889,51948,2891
"5869",11,17,27,386,988,776,16,20,52,1013,3204,1651
"5870",11,21,47,1456,475,142,15,23,57,1212,17551,971
"5871",15,14,41,190,241,630,11,22,53,1468,2712,1049
"5872",8,15,25,168,187,1327,14,20,63,1955,1320,4080
"5873",10,14,47,244,4634,732,13,25,88,2336,1675,3871
"5874",9,19,31,326,1163,177,13,25,60,1689,27157,3540
"5875",8,13,32,1007,2396,592,13,24,80,2564,10224,1427
"5876",9,14,47,1433,524,357,15,42,43,6780,1145,1482
"5877",13,24,33,798,333,682,15,25,52,1961,20164,2693
"5878",10,13,41,375,148,233,13,21,58,936,4119,1567
"5879",16,18,23,251,158,287,17,30,74,1349,4563,1832
"5880",7,22,44,1713,1648,153,14,28,64,2041,5562,1925
"5881",8,15,23,135,7406,374,15,26,57,2179,3740,1854
"5882",13,10,29,257,1209,294,15,30,61,753,2733,1179
"5883",10,12,30,525,316,1955,14,24,73,2762,822,522
"5884",10,11,43,320,255,372,12,25,61,1520,1420,775
"5885",9,15,29,344,323,1119,12,35,52,1550,9973,1092
"5886",9,13,36,1486,410,1178,15,29,63,1373,858,1716
"5887",9,19,35,183,224,243,17,23,48,1466,19364,1645
